# label<TAB>title<TAB>abstract  (1 = corrects another paper)
1	Corrections to: "The Willmore flow of Hopf-tori in the 3-sphere"	This erratum addresses a logical mistake in the author's article [Jakob, R. The Willmore flow of Hopf-tori in the $3$-sphere. Journal of Evolution Equations 23, No. 72 (2023)] which resulted in two wrong assertions in parts (II) and (III) of Theorem 1 in the author's cited paper and in an inaccuracy in the formulation of the second part of Proposition 6 in that paper. We will not only point out these mistakes and their corrections, but we will additionally give a concrete counterexample to State
0	Message passing-based inference in an autoregressive active inference agent	We present the design of an autoregressive active inference agent in the form of message passing on a factor graph. Expected free energy is derived and distributed across a planning graph. The proposed agent is validated on a robot navigation task, demonstrating exploration and exploitation in a continuous-valued observation space with bounded continuous-valued actions. Compared to a classical optimal controller, the agent modulates action based on predictive uncertainty, arriving later but with
0	Generalized high-order minimization-based polynomial corrections on unfitted spectral elements for the Poisson problem	Higher-order finite element methods are effective for solving partial differential equations. However, applying them in complex curved domains is often difficult due to challenges in creating high-quality curvilinear meshes. Unfitted, or embedded, methods provide a valid alternative by avoiding complete mesh generation and curved element integration, but their accuracy can suffer from geometric errors introduced during embedding. In this work, we explore a new family of polynomial corrections ob
0	Gradient Descent on Point Clouds and Applications in Learned Operator Correction	We consider the problem of minimising an energy over an unknown manifold that is given implicitly by a point cloud. For a known manifold one can define a gradient descent scheme analogously to the classical construction in Euclidean spaces. However, when the manifold is not known one has to simultaneously estimate the manifold whilst minimising the energy. We define a gradient descent scheme which remains in a neighbourhood of the manifold and, under suitable stability and sampling assumptions, 
0	Minimization-based polynomial corrections for high-order curved boundaries on fixed and moving domains: assessment on finite volume and discontinuous Galerkin schemes	In this work, we present two novel strategies to impose high-order boundary conditions on fixed and moving curved domains, approximated with piecewise affine triangulations. Achieving high-order accuracy on curved domains requires tackling both the PDE discretization error and the geometrical error simultaneously. While the former can be reduced by employing high-order numerical methods such as finite volume and discontinuous Galerkin, the latter demands either a high-order parametrization of th
0	Multi-Signal Safety Surveillance with Bayesian Latent Factor Modeling and Bias Correction	Safety surveillance increasingly involves repeated monitoring of many exposure-outcome signals in observational healthcare data, where sparse information, dependence across related signals, and systematic error can complicate inference. Existing frameworks typically focus on either correcting residual bias using negative controls or borrowing information across exposure-outcome pairs, but not both. We propose a multi-signal Bayesian sequential surveillance framework that integrates empirical bia
0	SAKI: Score-Aware Low-Rank Key Indexing with Random-Matrix Noise Correction for KV Retrieval	Existing low rank KV cache methods preserve either model weights or key variance, neither of which directly reflects the attention scores used during inference. We derive the expected attention score distortion caused by rank r key compression and show that it yields a covariance weighted low rank objective. Under a margin condition, controlling this distortion also improves top k recall. The optimal rank r solution has a closed form asymmetric factorization obtained from the SVD of the covarian
0	When Predictions Become Regressors: A Split-Sample Correction for Biases in Downstream Inference	Prediction-based methods, including Large Language Models (LLMs) and other machine learning techniques, are often used to construct measures of political phenomena that are difficult to quantify directly, such as policy positions in manifestos or emotions expressed on social media. In many applications, these prediction-generated measures are used as explanatory variables in regression models, even though they are measured with error. This leads to biased estimates. In this paper, we propose a s
0	Comparing domain decomposition preconditioners for non-conforming Helmholtz discretizations	We compare additive and multiplicative domain decomposition preconditioners, without coarse correction, for three non-conforming polynomial discretizations of Helmholtz problems: discontinuous Galerkin, embedded Trefftz discontinuous Galerkin, and hybrid discontinuous Galerkin methods. The preconditioners are studied within stationary and Krylov iterative solvers. All three discretizations lead to complex-symmetric systems and local subproblems with inherited impedance-type boundary conditions. 
0	Hölder regularity and Harnack inequality for the logarithmic Laplacian	In this article, we establish Schauder-type estimates for the logarithmic Laplacian. We show that for a $κ$-Hölder inhomogeneous term, the solution is also $κ$-Hölder in the interior. In fact, the interior regularity slightly exceeds $κ$-Hölder smoothness up to a logarithmic correction. Additionally, we prove a Harnack inequality for non-negative solutions.
1	Classification of Symmetric Hadamard Matrices Up to Order 32	In this paper, symmetric Hadamard matrices are classified up to Hadamard equivalence for all orders at most 32. In particular, an error in the previous classification of symmetric Hadamard matrices of order 28 is corrected. The number of distinct symmetric Hadamard matrices at each order is also enumerated. The classification and enumeration are carried out using a new algorithm that determines whether a given Hadamard matrix is equivalent to a symmetric one. The extension of the algorithm to we
0	Bridging Balancing Weights and Augmentation in Covariate-adjusted Analyses with Time-to-Event Endpoints: Theory and Practical Recommendations	Covariate adjustment improves the efficiency of treatment-effect analyses in randomized clinical trials, provided the adjustment targets the correct quantity. For time-to-event endpoints, two marginal targets are of primary interest: the log-rank test for the presence of a treatment effect and the marginal hazard ratio for its magnitude. Existing covariate adjustment approaches reach these targets by different ways. Augmentation adjusts the log-rank score by regressing derived outcomes on the ba
0	An Entropy-based Coefficient of Determination with Adjustment of Optimization Bias	Classical likelihood-ratio tests and $Δ$AIC exacerbate the statistical significance crisis by scaling with sample size, often flagging negligible improvements as highly significant. While causal estimands like the average treatment effect (ATE) quantify practical magnitude, their reliance on the expectation operator ties them to the data's original coordinate scale. Furthermore, existing pseudo-$R^2$ metrics are inadequate: variance-based measures ignore higher-order distributional changes, and 
0	On invariant subalgebras of noncommutative Poisson boundaries for higher rank lattices	Let $G$ be a real connected semisimple Lie group with trivial center, no non-trivial compact factors, and all simple factors of real rank at least two. Let $Γ<G$ be an irreducible lattice, let $P<G$ be a minimal parabolic subgroup, and consider the crossed product $L^\infty(G/P,ν_P)\rtimes Γ$. We prove that every $Γ$-invariant von Neumann subalgebra of $L^\infty(G/P,ν_P)\rtimes Γ$ is of the form $L^\infty(G/Q,ν_Q)\rtimes Λ$, where $P\leq Q\leq G$ and $Λ\lhdΓ$. This confirms a conjecture of Amrut
0	Sharp Strichartz estimate for the 1D periodic Schrödinger equation	We prove the following estimate \[ \|{e^{it\partial_x^2}f}\|_{L_{(t,x)\in \mathbb{T}^2}^6}\leq C (\log N)^{1/6} \|f\|_{L^2_x(\mathbb{T})}, \] assuming $\mbox{supp} (\hat f)\subset [-N,N]$ for $N>1$. The bound $(\log N)^{1/6}$ is sharp in view of the lower bound by Bourgain \cite{Bourgain}.
0	A formal proof of the Ramanujan--Nagell theorem in Lean 4	We present a complete formalization, in the Lean interactive theorem prover with the Mathlib library, of the Ramanujan--Nagell theorem: the only integer solutions to the Diophantine equation $x^2 + 7 = 2^n$ are $(n,x) \in \{(3,\pm1),(4,\pm3),(5,\pm5),(7,\pm11),(15,\pm181)\}$. The formalization includes all dependencies, notably the computation of the ring of integers of the quadratic field $\mathbb{Q}(\sqrt{-7})$, its class number, and unit group. We describe the proof strategy, the architecture
0	On stationary actions of locally compact groups and their Radon-Nikodym cocycles	We study stationary actions of locally compact measured groups through the structure and regularity of their Radon-Nikodym cocycles. We start with two dynamical consequences of stationarity. Extending a theorem of Furstenberg-Glasner from discrete groups to noncompact locally compact groups, we show that every stationary action is conservative. Thus stationary actions are never of type I. We then show that an ergodic stationary action admitting an absolutely continuous invariant sigma-finite mea
0	The Deligne-Simpson problem via 2-Calabi-Yau categories	We provide a short proof of the necessity of Crawley-Boevey's condition in his solution to the Deligne-Simpson problem. The proof relies on the local neighbourhood theorem for $2$-Calabi-Yau categories due to Davison together with Crawley-Boevey's sufficient condition for the existence of local systems with prescribed conjugacy classes of monodromy around the punctures.
0	On the Classification of Vaisman Manifolds with Vanishing First Basic Chern Class and Large First Betti Number	We show that every Vaisman manifold with large first Betti number and vanishing first basic Chern class is diffeomorphic to a Kodaira-Thurston manifold. Furthermore, its complex structure is left-invariant, the characteristic foliation is regular, and the associated fibration is given by the Albanese map. Under the additional assumption that the LCK rank is $1$, the Vaisman structure is also left-invariant. We further prove that if all basic harmonic $1$-forms have constant length, then the Vais
0	Bias Correction for Relative Importance Measures via Doubly Stochastic Reallocation	Relative importance (RI) analysis quantifies each predictor's contribution to the explained variance of a linear model. General Dominance (GD), a widely used benchmark, requires evaluating $2^p-1$ sub-models and becomes computationally intensive as the number of predictors $p$ grows. Orthogonalization-Reallocation Measures (ORMs), including Relative Weights (RW) and the Green--Carroll--DeSarbo measure (GCD), provide efficient alternatives by assigning importance to orthogonalized predictors and 
0	Transformation Semigroup Perspective on the Magma Monoid	The monoid of all binary operations was first introduced by H. S. Kim and J. Neggers in 2008. Since then, different aspects and applications of this monoid were studied, while several questions about its semigroup-theoretic properties remain unanswered. We employ a transformation semigroup perspective to fully characterize principal left and right ideals, idempotent and regular elements of this monoid, as well as provide precise combinatorial enumerations of them. This approach gives a general f
0	On concatenation of matrices for reversible linear codes over a finite commutative ring and applications to DNA codes	In this paper, we develop a generalized framework for constructing reversible linear, reversible self dual and reversible DNA codes using a matrix-theoretic approach based on involutory matrices. The proposed concatenation scheme gives a large class of generator matrices and yields codes with good parameters. The construction is carried out at the level of linear codes and then extended to DNA codes. Using a matrix product approach, we provide a unified method for analysis and proof. Further, we
0	Approximation algorithms and ratios for multiple domination in graphs	We analyse approximation algorithms (greedy heuristics) for the classical domination number and two multiple domination numbers in simple graphs. First, we present a short self-contained proof of the known result that the minimum domination problem in any graph $G$ with maximum degree $Δ$ can be solved within the approximation ratio of ${\ln(Δ+1)+1}$. The proof is based on an analysis of a simple greedy heuristic. Then, by analysing more advanced greedy heuristic techniques and using ideas from 
1	Trigonal Canonically Fibered Surfaces	We fix some gaps of a proof of Xiao's conjecture on canonically fibered surfaces of relative genus 5 by the second author. Our argument simplifies the original proof and gives a much better bound on the geometric genus of the surface. Also we apply the same argument to canonically fibered surfaces of relative genus 3 and 4 to obtain some Noether-type inequalities for these surfaces.
1	A Note on a Result of Makowski	In this note, we fix a gap in a proof of the first author that 28 is the only even perfect number which is the sum of two perfect cubes. We also discuss the situation for higher powers.
0	Some notes on topological rings and their groups of units	If $R$ is a topological ring then $R^{\ast}$, the group of units of $R$, with the subspace topology is not necessarily a topological group. This leads us to the following natural definition: By an \emph{absolute topological ring} we mean a topological ring such that its group of units with the subspace topology is a topological group. We prove that every commutative ring with the $I$-adic topology is an absolute topological ring. Next, we prove that if $I$ is an ideal of a ring $R$ then for the 
0	Optimal ergodic harvesting under ambiguity	We consider an ergodic harvesting problem with model ambiguity that arises from biology. To account for the ambiguity, the problem is constructed as a stochastic game with two players: the decision-maker (DM) chooses the `best' harvesting policy and an adverse player chooses the `worst' probability measure. The main result is establishing an optimal strategy (also referred to as a control) of the DM and showing that it is a threshold policy. The optimal threshold and the optimal payoff are obtai
1	On forward invariance in Lyapunov stability theorem for local stability	Forward invariance of a basin of attraction is often overlooked when using a Lyapunov stability theorem to prove local stability; even if the Lyapunov function decreases monotonically in a neighborhood of an equilibrium, the dynamic may escape from this neighborhood. In this note, we fix this gap by finding a smaller neighborhood that is forward invariant. This helps us to prove local stability more naturally without tracking each solution path. Similarly, we prove a transitivity theorem about b
0	Embeddings of Propositional Logics into the Provability Logics $\mathbf{S}$ and $\mathbf{D}$	Just as Visser showed that the formal propositional logic $\mathbf{FPL}$ can be embedded into Gödel-Löb provability logic $\mathbf{GL}$, Petrukhin proposed a propositional logic $\mathbf{SPL}$ that can be embedded into Solovay's non-normal provability logic $\mathbf{S}$. In this paper, we fix Petrukhin's proof and extend the result to Japaridze's provability logic $\mathbf{D}$, and propose a propositional logic $\mathbf{DPL}$ that can be embedded into $\mathbf{D}$.
0	A note on the price of bandit feedback for mistake-bounded online learning	The standard model and the bandit model are two generalizations of the mistake-bound model to online multiclass classification. In both models the learner guesses a classification in each round, but in the standard model the learner recieves the correct classification after each guess, while in the bandit model the learner is only told whether or not their guess is correct in each round. For any set $F$ of multiclass classifiers, define $opt_{std}(F)$ and $opt_{bandit}(F)$ to be the optimal wors
1	An Explicit Five-Variable Counterexample to the Generalized Vanishing Conjecture	We give an explicit counterexample in five variables to the Generalized Vanishing Conjecture. The construction is motivated by the recent counterexample to the Mathieu conjecture for SU(2). In the polynomial ring C[a,b,c,d,t], set P = (t+c)(ad+bt), Q = c, and let Λ = d/dt (d/da d/dd - d/db d/dc). We prove that Λ^m(P^m) = 0 for every m >= 1, whereas for every m >= 2, Λ^m(QP^m) = (-1)^m (m!)^2 (m+1)! t, which is nonzero. Thus the Generalized Vanishing Conjecture fails in dimension 5.
1	A counterexample to the inverse generator problem and related questions	We give a negative solution to the inverse generator problem on Hilbert spaces. More precisely, we construct a bounded operator $A$ with dense range on a Hilbert space $H$ that generates a bounded, strongly stable $C_0$-semigroup, while $A^{-1}$ does not generate a $C_0$-semigroup. We also construct an exponentially stable generator $A$ with $0 \in ρ(A)$ such that the inverse semigroup is unbounded and grows at least double logarithmically. For the latter generator, every Cayley transform satisf
1	Connected Counterexamples for Target Ramsey Numbers	Chartrand and Zhang asked whether there exists a graph $G$ without isolated vertices whose target Ramsey number satisfies $\mathrm{TR}(G) > \mathrm{R}(G)$. We answer the question affirmatively, even under strong structural restrictions. If $Γ_t = P_t \square P_t$ is the square $t \times t$ grid, then the elementary counting bound of Chartrand and Zhang gives $\mathrm{TR}(Γ_t) \geq 2t(t-1)+1$, whereas a theorem of Mota, Sarkozy, Schacht and Taraz gives $\mathrm{R}(Γ_t) = (3/2 + o(1))t^2$. Consequ
1	Counterexamples to Schiffer's Conjecture	The Schiffer conjecture states that if a smooth domain $Ω\subset \mathbb{R}^n$ admits a Neumann eigenfunction of the Laplacian which is constant at the boundary, then the domain is a ball. It is intimately related to Pompeiu's problem, stating that if a nonzero function integrates zero over any rigid motion of $Ω$, then $Ω$ is a ball. We disprove both conjectures in $\mathbb{R}^2$, constructing infinitely many planar domains $Ω$ which are not balls and satisfy the conditions above. Our domains a
1	A Counterexample to the Liu--Lou--Zhu $\mathcal Q_p$--Carleson Embedding Conjecture	In this paper, we disprove a conjecture of Liu, Lou, and Zhu concerning Carleson embeddings of $\mathcal Q_p$ spaces into tent spaces for $0<p<1$. More precisely, we construct a finite positive $p$-Carleson measure $μ$ on the unit disc $\mathbb D$ such that the canonical embedding $$ \operatorname{id}:\mathcal Q_p \longrightarrow \mathcal T_{p,2}^2(μ) $$ is not bounded. The main ingredient is a new family of $\mathcal Q_p$ test functions that encodes Cantor-type structures on the unit circle $\m
1	Subdivided expanders and counterexamples to the Tree Product Conjecture	Distel, Gollin, Harvey, Hendrey, Hickingbotham, Mohar and Wood (2023) conjectured that graphs of degree-$d$ polynomial growth can be embedded into the strong product of $d$ trees, each with linear growth, and a constant-size complete graph. Very recently, the case $d = 4$ of the conjecture was disproved by Illingworth, Norin and Steiner (2026). In this paper, we provide counterexamples to the conjecture for every integer $d \geq 2$, thus leaving $d=1$ as the only open case. Our counterexamples a
0	Maximizing Algebraic Connectivity with $2(n-2)$ Edges: The Large Vertex Number Case	Kolokolnikov conjectured that, among finite simple graphs on $n$ vertices with exactly $2(n-2)$ edges, the complete bipartite graph $K_{2,n-2}$ maximizes algebraic connectivity. We prove the conjectured statement for every $n\ge123$: every such graph has algebraic connectivity at most $2$, while $K_{2,n-2}$ attains $2$. The proof begins with explicit Rayleigh-quotient certificates that exclude several local configurations from a hypothetical counterexample. A global degree count then controls th
0	On the Existence of Primitive Polynomials $f(x)=g(x)+ λ$ over Finite Fields	In this paper, we study the existence of primitive polynomials of the form $f(x)=g(x)+λ$, where $g(x)\in\mathbb{F}_q[x]$ satisfies $g(0)=0$ and $λ$ is a primitive element of $\mathbb{F}_{q^n}$. This problem is motivated by Conjectures 4.1 and 9.1 of \cite{TSR}. Conjecture 4.1 predicts that, for every $m,n\geq 2$, there exists a primitive polynomial of degree $m$ over $\mathbb{F}_{q^n}$ of the form $f(x)=g(x)+λ$, where $g(0)=0$ and $λ$ is a primitive element of $\mathbb{F}_{q^n}$. Conjecture 9.1 
0	Strong completeness of the logic J	We prove that the polymodal logic $\mathsf{J}$ is strongly complete with respect to \textit{$\mathsf{J}$-bouquets}, a topological refinement of its Kripke semantics. In particular, it is strongly topologically complete. This yields the following completeness result for the provability logic $\mathsf{GLP}$: a countable set of formulae $Γ$ is consistent with $\mathsf{GLP}$ if and only if there is a $\mathsf{J}$-bouquet $B$ and $r\in B$ such that $B, r\Vdash \mathsf{GLP}$ and $B, r\VdashΓ$. In cont
0	On Completions and Dense Subspaces of Strongly Facially Symmetric Spaces	We study the behavior of strongly facially symmetric spaces under completion and passage to norm-dense subspaces. We introduce a natural face-density condition guaranteeing that the completion of a normed SFS-space remains strongly facially symmetric. We prove that a norm-dense subspace of a neutral strongly facially symmetric space inherits the neutral SFS-structure whenever it is invariant under the ambient generalized Peirce projections. Several examples and counterexamples are presented, inc
0	On two conjectures on triangulations of 2-manifolds	For a closed, connected 2-manifold $M$, and for a triangulation $T$ of $M$, we write $V(T)$ in place of the vertex set associated with $T$. A cyclic coloration of a triangulation $T$ of $M$ refers to a face coloring of $T$ such that: For each $v \in V(T)$, the faces incident to $v$ have distinct colors. Chen and Lawrencenko [Yokohama Math. J., 1999] conjectured that there exists a constant $C(M)$ (depending only on $M$) such that $|V(T)| + C(M)$ colors suffice for there to exist a cyclic colorat
0	On a proof of the Gorenstein Symmetry Conjecture	We give a homological proof of the famous Gorenstein Symmetry Conjecture, which asserts that one-sided finiteness of the self-injective dimension of an Artin algebra is sufficient for Gorensteinness.
0	Commutativity via Spectral Equivalences of the Jordan Product in Banach Algebras	Spectral characterizations of algebraic structure have a long history in the theory of Banach algebras. It is known that weak spectral information may force strong algebraic consequences, such as commutativity throughout the algebra or centrality of a single element. In this paper we study when spectral invariance, applied to the Jordan product $x \circ y = (xy + yx)/2$, forces commutativity or centrality in a semisimple Banach algebra $A$. We first investigate permutations of three elements, pr
0	Non-local SDEs, critical drifts and local blow-ups	The paper is concerned with $α$-stable SDEs with singular time-inhomogeneous general drift. Our drifts satisfy a condition that is close to the minimal possible scaling-invariance and can introduce local blow-ups of the type arising in some particle systems with strong attracting interactions.
0	Curvature-Dependent Lower Bounds for Frank-Wolfe	The Frank-Wolfe algorithm achieves a convergence rate of $\mathcal{O}(1/T)$ for smooth convex optimization over compact convex domains, accelerating to $\mathcal{O}(1/T^2)$ when both the objective and the feasible set are strongly convex. This acceleration extends beyond strong convexity: Kerdreux et al. (2021a) proved rates of $\mathcal{O}(T^{-p/(p-1)})$ over $p$-uniformly convex feasible sets, a class that interpolates between strongly convex sets and more general curved domains such as $\ell_
0	A strong-type unique continuation principle for the fractional $p$-Laplacian	We provide a simple and direct proof of a strong-type unique continuation principle for the fractional $p$-Laplacian $(-Δ_p)^s$ for a range of $s$ and $p$. The result extends to strong solutions of the fractional nonlinear Schrödinger equation. We adapt the recent proofs of the weak UCP by Berger, Schilling and Prasad.
0	On groupoids beyond partial actions, inner amenability, and models for Kirchberg algebras	We construct the first explicit examples of locally compact Hausdorff étale groupoids that are not inner amenable and that do not arise as transformation groupoids associated to partial actions of discrete groups. This answers questions of Anantharaman--Delaroche and Exel. Our examples include all Higson--Lafforgue--Skandalis groupoids associated to non-amenable residually finite groups, as well as their principal variants constructed by Alekseev--Finn--Sell. These can be chosen to be second cou
1	Multiobjective Programming and Weighting Scalar Problem	In this work is discussed the paper by Osuna-Gomez, Beato-Moreno and Rufian-Lizana, Generalized convexity in multiobjective programming: J. Math. Anal. Appl., v. 233 (1999) pp. 205--220. We point out an error in the proofs of main Theorems 2.4 and 3.6 in this reference. Then we derive correct proofs, which are based on a different approach, because the scheme of the proofs of the authors is not applicable. As a result of the discussion two additional theorems are obtained such that the scheme of
0	Isbell's subfactor projections in a noetherian form	In this paper, we revisit the 1979 work of Isbell on subfactors of groups and their projections, which he uses to establish a stronger formulation of the butterfly lemma and its consequence, the refinement theorem for subnormal series of subgroups. We point out an error in the second part of Isbell's refinement theorem, but show that the rest of his results can be extended to the general self-dual context of a noetherian form, which includes in its scope all semi-abelian categories as well as al
0	Multiderivative time integration methods preserving nonlinear functionals via relaxation	We combine the recent relaxation approach with multiderivative Runge-Kutta methods to preserve conservation or dissipation of entropy functionals for ordinary and partial differential equations. Relaxation methods are minor modifications of explicit and implicit schemes, requiring only the solution of a single scalar equation per time step in addition to the baseline scheme. We demonstrate the robustness of the resulting methods for a range of test problems including the 3D compressible Euler eq
1	Corrigendum to: Zero divisor gragh of a lattice with respect to an ideal	In this paper, we point out several errors in [M.Afkhami, K.Khashyarmanesh and K.Nafar, Zero divisor graph of a lattice with respect to an ideal, Beitr Algebra Geom (2015), 217-225.]. In the previous article, Afkhami claimed that the intersection of all prime ideals belonging to an ideal I of a distributive lattice L equals to I. In this corrigendum, a counterexample for this sentence is constructed. Afkhami demonstrate a counterexample to a certain theorem which satisfies the necessary and the 
1	On Chevalley's Extension Theorem	Professor Daniel Anderson informed me, recently, that there is an error in the proof of Theorem 56 of Kaplansky's book on Commutative Rings. His (Dan's) reason was "He (Kaplansky) orders by reverse inclusion but in the last line uses inclusion, so we don't contradict maximality (which is minimality)". The aim of this short note is to indicate that while Dan Anderson appears to be correct in pointing out an error in the proof of Theorem 56 of the above mentioned book, the statement of the theorem
1	Counterexamples to the characterisation of graphs with equal independence and annihilation number	We disprove the characterisation of graphs with equal independence and annihilation number by Larson and Pepper (2011). Series of counterexamples with arbitrary number of vertices, arbitrary number of components, arbitrary large independence number and arbitrary large difference between the critical and the regular independence number are provided. Furthermore, we point out the error in the proof of the theorem. However, we show that the theorem still holds for bipartite graphs and connected cla
0	Omni-modal decomposition autoencoders learn full-stack wearable disentangled representations	Learning disentangled representations is a key requirement for developing versatile, general-purpose, and sustainable models in multi-modal wearable computing. However, existing approaches do not operate as full-stack wearable processors, i.e., they do not simultaneously address task-specific classification performance, disentangled and interpretable representation learning, fusion, and generative modeling of highly heterogeneous multi-modal time series. To address this gap, we introduce Omni-mo
0	On the Role of Split Formulations on Aliasing Errors and Entropy Stability of Discontinuous Galerkin Schemes	In this work, we formally investigate the dealiasing properties of split form discontinuous Galerkin (DG) discretizations for the one-dimensional Burgers problem. By generalizing the proof of Blaisdell et al. for spectral discretizations, we show that split form DG schemes achieve dealiasing in the weakly underresolved range through integration error cancellation on the conservative and non-conservative forms. As a corollary, we identify quadrature- and order-dependent pairs of splitting coeffic
0	Recovering Latent Structure in Massive Datasets: A PCA Study of 10 Billion and 1 Trillion Observations	This study investigated the behavior of Principal Component Analysis (PCA) when applied to datasets with extremely large numbers of observations. Although statistical theory suggests that sampling error diminishes and sample estimates converge toward their population values as sample size increases, relatively little empirical evidence exists regarding the behavior of PCA at scales measured in billions or trillions of observations. Three datasets were analyzed: a 10-billion observation random da
0	GPU-Accelerated Orbit Propagation with High-Fidelity Solar Radiation Pressure Modeling	Solar Radiation Pressure (SRP), the force exerted by photons emitted by the Sun, is one of the main non-gravitational perturbations affecting spacecraft trajectories, making its accurate modeling essential for high-fidelity orbit propagation. While physically-based ray-tracing models improve SRP accuracy, their computational cost becomes a limitation during numerical integration, where the SRP force must be evaluated repeatedly throughout the trajectory propagation. This paper investigates the i
0	Winning by Peeking: Unenforced Budgets and Test-Set Selection Inflate Short-Budget AutoML Comparisons	Comparisons between AutoML systems at short time budgets -- tens of seconds rather than hours -- are common in tool READMEs and workshop papers, and they are easy to get wrong. We report a case study in which a simple AutoML engine, Orcetra, appeared to beat FLAML and AutoGluon on 513 OpenML datasets, winning 57.1% of them at a nominal 60-second budget and 78.4% of datasets against FLAML alone at 30 seconds. Both margins came from protocol defects that a results table cannot show. The search loo
0	Metric Non-Collapse in Learned World Models for Control: Approximation Theory, Finite-Sample Geometric Guarantees, and Deterministic Planning Transfer	We develop a three-part mathematical theory for metrically faithful learned world models for nonlinear deterministic control systems. First, on the approximation-theoretic side, we construct smooth exact latent realizations and verify the required finite-capacity $C^{1,1}$ approximation property for norm-constrained tensor-product B-spline classes with capacity-independent regularity budgets. Second, on the finite-sample geometric side, we introduce an encoder-only local--global metric hinge who
1	Correction: N-free posets and orthomodularity	We present a corrected version of a theorem from the paper "N-free posets and orthomodularity" published in Order 43(1) (2026).
0	Rearranged Stochastic Heat Equations with an Entropy Gradient Structure	We extend a previously introduced one-dimensional diffusion model on the space of probability measures, defined via the rearranged stochastic heat equation by, penalizing the dynamics with an additional entropy-driven gradient-descent term. By means of a splitting argument, we prove that despite the opposite effects of rearrangement and entropy minimization, the resulting penalized stochastic heat equation is well defined. We study several properties of the associated dynamics and show, in parti
0	From Approximation to Emergence: A Theory of Deep Learning	Deep learning has outgrown any single mathematical explanation. From Approximation to Emergence develops a unified, proof-oriented account of modern deep learning theory, tracing a path from the classical foundations of approximation, optimization, and generalization to the contemporary mechanisms of overparameterization, robustness, generative modeling, transformers, in-context learning, scaling laws, interpretability, alignment, and emergence. Rather than presenting isolated results, the book 
